,activity,start,end,type,user,travel_start,travel_end,case,cost
48699,prepare booking proposal,08.01.17 13:41,08.01.17 15:26,Travel Department,AW2532,09.11.17,12.11.17,4523,
48700,send booking proposal to employee,08.11.17 16:37,08.11.17 16:40,Travel Department,AW2532,09.11.17,12.11.17,4523,
48701,check booking proposal,08.11.17 19:57,08.11.17 19:58,Employee,YG867,09.11.17,12.11.17,4523,
48702,book travel,24.08.17 08:59,24.08.17 11:59,Travel Department,AW2532,09.11.17,12.11.17,4523,
48703,check if expense documents exist,14.11.17 05:59,14.11.17 06:24,Employee,YG867,09.11.17,12.11.17,4523,
48704,upload travel expense documents,14.11.17 06:24,14.11.17 06:38,Employee,YG867,09.11.17,12.11.17,4523,
48705,file travel expense report,14.11.17 06:38,14.11.17 06:49,Employee,YG867,09.11.17,12.11.17,4523,
48706,confirm travel expense report,14.11.17 06:49,14.11.17 06:52,Employee,YG867,09.11.17,12.11.17,4523,
48707,decide on travel expense approval,14.11.17 13:00,14.11.17 13:02,Manager,MA6233,09.11.17,12.11.17,4523,
48708,send original documents to archive,22.11.17 05:59,22.11.17 06:21,Employee,YG867,09.11.17,12.11.17,4523,
48709,calculate payments,18.12.17 09:25,18.12.17 09:56,Accounting,GR7476,09.11.17,12.11.17,4523,
48710,pay expenses,20.12.17 07:59,20.12.17 08:09,Accounting,GR7476,09.11.17,12.11.17,4523,
48711,file travel request,07.11.17 09:04,07.11.17 09:09,Employee,RX8685,01.10.17,02.10.17,4524,
48712,check if travel request needs preliminary price inquiry,07.11.17 09:09,07.11.17 09:10,,,01.10.17,02.10.17,4524,
48713,decide on approval requirements,07.11.17 09:10,07.11.17 09:11,,,01.10.17,02.10.17,4524,
48714,check if booking is necessary,21.07.17 09:36,21.07.17 09:38,Travel Department,NV2279,01.10.17,02.10.17,4524,
48715,prepare booking proposal,08.01.17 14:20,08.01.17 15:53,Travel Department,NV2279,01.10.17,02.10.17,4524,
48716,send booking proposal to employee,08.11.17 16:42,08.11.17 16:45,Travel Department,NV2279,01.10.17,02.10.17,4524,
48717,check booking proposal,08.11.17 19:21,08.11.17 19:25,Employee,RX8685,01.10.17,02.10.17,4524,
48718,check if travel request is still needed and up to date,14.08.17 15:15,14.08.17 15:20,Employee,RX8685,01.10.17,02.10.17,4524,
48719,request update of the booking proposal,14.08.17 15:20,14.08.17 15:21,Employee,RX8685,01.10.17,02.10.17,4524,
48720,prepare booking proposal,25.08.17 10:28,25.08.17 11:52,Travel Department,NV2279,01.10.17,02.10.17,4524,
48721,send booking proposal to employee,09.07.17 10:18,09.07.17 10:22,Travel Department,NV2279,01.10.17,02.10.17,4524,
48722,check booking proposal,09.07.17 10:48,09.07.17 10:59,Employee,RX8685,01.10.17,02.10.17,4524,
48723,book travel,19.09.17 14:39,19.09.17 15:16,Travel Department,NV2279,01.10.17,02.10.17,4524,
48724,check if expense documents exist,10.10.17 06:59,10.10.17 08:01,Employee,RX8685,01.10.17,02.10.17,4524,
48725,file travel expense report,10.10.17 08:01,10.10.17 08:08,Employee,RX8685,01.10.17,02.10.17,4524,
48726,confirm travel expense report,10.10.17 08:08,10.10.17 08:10,Employee,RX8685,01.10.17,02.10.17,4524,
48727,decide on travel expense approval,10.10.17 14:02,10.10.17 14:06,Manager,JH852,01.10.17,02.10.17,4524,
48728,send request for travel expense correction,10.10.17 14:06,10.10.17 14:07,,,01.10.17,02.10.17,4524,
48729,correct travel expense report,16.10.17 08:38,16.10.17 09:16,Employee,RX8685,01.10.17,02.10.17,4524,
48730,decide on travel expense approval,16.10.17 14:10,16.10.17 14:12,Manager,JH852,01.10.17,02.10.17,4524,
48731,send original documents to archive,24.10.17 20:40,24.10.17 21:03,Employee,RX8685,01.10.17,02.10.17,4524,
48732,calculate payments,20.11.17 09:03,20.11.17 08:50,Accounting,WO40,01.10.17,02.10.17,4524,
48733,pay expenses,12.07.17 08:06,12.07.17 08:09,Accounting,WO40,01.10.17,02.10.17,4524,
48734,file travel request,07.11.17 10:15,07.11.17 10:25,Employee,JQ8400,02.10.17,02.10.17,4525,
48735,check if travel request needs preliminary price inquiry,07.11.17 10:25,07.11.17 10:25,,,02.10.17,02.10.17,4525,
48736,decide on approval requirements,07.11.17 10:25,07.11.17 10:26,,,02.10.17,02.10.17,4525,
48737,check if booking is necessary,21.07.17 10:40,21.07.17 10:43,Travel Department,NV2279,02.10.17,02.10.17,4525,
48738,prepare booking proposal,08.01.17 15:11,08.01.17 16:49,Travel Department,NV2279,02.10.17,02.10.17,4525,
48739,send booking proposal to employee,14.08.17 08:59,14.08.17 09:05,Travel Department,NV2279,02.10.17,02.10.17,4525,
48740,check booking proposal,14.08.17 13:47,14.08.17 13:51,Employee,JQ8400,02.10.17,02.10.17,4525,
48741,book travel,25.08.17 09:54,25.08.17 13:22,Travel Department,NV2279,02.10.17,02.10.17,4525,
48742,check if expense documents exist,10.05.17 18:37,10.05.17 19:33,Employee,JQ8400,02.10.17,02.10.17,4525,
48743,upload travel expense documents,10.05.17 19:33,10.05.17 19:42,Employee,JQ8400,02.10.17,02.10.17,4525,
48744,file travel expense report,10.05.17 19:42,10.05.17 19:52,Employee,JQ8400,02.10.17,02.10.17,4525,
48745,confirm travel expense report,10.05.17 19:52,10.05.17 19:53,Employee,JQ8400,02.10.17,02.10.17,4525,
48746,decide on travel expense approval,10.06.17 13:59,10.06.17 14:03,Manager,TF7102,02.10.17,02.10.17,4525,
48747,send original documents to archive,23.10.17 06:59,23.10.17 07:33,Employee,JQ8400,02.10.17,02.10.17,4525,
48748,calculate payments,31.10.17 09:12,31.10.17 08:29,Accounting,CX8911,02.10.17,02.10.17,4525,
48749,pay expenses,13.11.17 09:23,13.11.17 09:33,Accounting,CX8911,02.10.17,02.10.17,4525,
48750,file travel request,07.11.17 13:23,07.11.17 13:32,Employee,AW5837,15.09.17,16.09.17,4527,
48751,check if travel request needs preliminary price inquiry,07.11.17 13:32,07.11.17 13:33,,,15.09.17,16.09.17,4527,
48752,prepare booking proposal,21.07.17 12:33,21.07.17 13:58,Travel Department,AW2532,15.09.17,16.09.17,4527,
48753,send booking proposal to employee,08.01.17 16:03,08.01.17 16:06,Travel Department,AW2532,15.09.17,16.09.17,4527,
48754,check booking proposal,08.01.17 18:08,08.01.17 18:10,Employee,AW5837,15.09.17,16.09.17,4527,
48755,transform price inquiry to travel request,08.01.17 18:16,08.01.17 18:16,Employee,AW5837,15.09.17,16.09.17,4527,
48756,decide on approval requirements,08.01.17 18:16,08.01.17 18:17,,,15.09.17,16.09.17,4527,
48757,check if booking is necessary,14.08.17 09:04,14.08.17 09:10,Travel Department,AW2532,15.09.17,16.09.17,4527,
48758,check if expense documents exist,28.09.17 06:59,28.09.17 07:15,Employee,AW5837,15.09.17,16.09.17,4527,
48759,upload travel expense documents,28.09.17 07:15,28.09.17 07:34,Employee,AW5837,15.09.17,16.09.17,4527,
48760,file travel expense report,28.09.17 07:34,28.09.17 07:37,Employee,AW5837,15.09.17,16.09.17,4527,
48761,confirm travel expense report,28.09.17 07:37,28.09.17 07:40,Employee,AW5837,15.09.17,16.09.17,4527,
48762,decide on travel expense approval,28.09.17 13:59,28.09.17 14:02,Manager,TD8091,15.09.17,16.09.17,4527,
48763,send original documents to archive,10.09.17 06:59,10.09.17 07:47,Employee,AW5837,15.09.17,16.09.17,4527,
48764,calculate payments,11.06.17 09:44,11.06.17 08:55,Accounting,WE5108,15.09.17,16.09.17,4527,
48765,pay expenses,24.11.17 15:57,24.11.17 16:02,Accounting,WE5108,15.09.17,16.09.17,4527,
48766,file travel request,07.11.17 14:55,07.11.17 15:23,Employee,KV9879,21.09.17,22.09.17,4528,
48767,check if travel request needs preliminary price inquiry,07.11.17 15:23,07.11.17 15:23,,,21.09.17,22.09.17,4528,
48768,decide on approval requirements,07.11.17 15:23,07.11.17 15:24,,,21.09.17,22.09.17,4528,
48769,check if booking is necessary,21.07.17 13:40,21.07.17 13:43,Travel Department,JV9257,21.09.17,22.09.17,4528,
48770,check if expense documents exist,25.09.17 06:59,25.09.17 07:14,Employee,KV9879,21.09.17,22.09.17,4528,
48771,upload travel expense documents,25.09.17 07:14,25.09.17 07:29,Employee,KV9879,21.09.17,22.09.17,4528,
48772,file travel expense report,25.09.17 07:29,25.09.17 07:36,Employee,KV9879,21.09.17,22.09.17,4528,
48773,confirm travel expense report,25.09.17 07:36,25.09.17 07:36,Employee,KV9879,21.09.17,22.09.17,4528,
48774,decide on travel expense approval,25.09.17 14:06,25.09.17 14:06,Manager,IC4569,21.09.17,22.09.17,4528,
48775,send original documents to archive,26.09.17 10:36,26.09.17 10:55,Employee,KV9879,21.09.17,22.09.17,4528,
48776,calculate payments,17.10.17 09:06,17.10.17 09:46,Accounting,GU1789,21.09.17,22.09.17,4528,
48777,pay expenses,30.10.17 12:56,30.10.17 12:02,Accounting,GU1789,21.09.17,22.09.17,4528,
48778,file travel request,07.11.17 16:38,07.11.17 16:55,Employee,IN1658,04.09.17,08.09.17,4529,
48779,check if travel request needs preliminary price inquiry,07.11.17 16:55,07.11.17 16:57,,,04.09.17,08.09.17,4529,
48780,decide on approval requirements,07.11.17 16:57,07.11.17 16:58,,,04.09.17,08.09.17,4529,
48781,check if booking is necessary,21.07.17 14:06,21.07.17 14:11,Travel Department,WG5857,04.09.17,08.09.17,4529,
48782,check if expense documents exist,09.11.17 06:59,09.11.17 07:02,Employee,IN1658,04.09.17,08.09.17,4529,
48783,upload travel expense documents,09.11.17 07:02,09.11.17 07:17,Employee,IN1658,04.09.17,08.09.17,4529,
48784,file travel expense report,09.11.17 07:17,09.11.17 07:24,Employee,IN1658,04.09.17,08.09.17,4529,
48785,confirm travel expense report,09.11.17 07:24,09.11.17 07:26,Employee,IN1658,04.09.17,08.09.17,4529,
48786,decide on travel expense approval,09.11.17 14:01,09.11.17 14:05,Manager,TF7102,04.09.17,08.09.17,4529,
48787,send original documents to archive,25.09.17 16:44,25.09.17 17:10,Employee,IN1658,04.09.17,08.09.17,4529,
48788,calculate payments,30.10.17 12:39,30.10.17 12:32,Accounting,JK6642,04.09.17,08.09.17,4529,
48789,pay expenses,20.11.17 08:52,20.11.17 08:57,Accounting,JK6642,04.09.17,08.09.17,4529,
48790,file travel request,07.11.17 19:18,07.11.17 19:22,Employee,JB8510,02.09.17,05.09.17,4531,
48791,check if travel request needs preliminary price inquiry,07.11.17 19:22,07.11.17 19:23,,,02.09.17,05.09.17,4531,
48792,decide on approval requirements,07.11.17 19:23,07.11.17 19:23,,,02.09.17,05.09.17,4531,
48793,forward request to approver,07.11.17 19:23,07.11.17 19:24,,,02.09.17,05.09.17,4531,
48794,decide on request,07.12.17 13:59,07.12.17 14:05,Manager,MA6233,02.09.17,05.09.17,4531,
48795,check if booking is necessary,24.07.17 09:02,24.07.17 09:05,Travel Department,WG5857,02.09.17,05.09.17,4531,
48796,prepare booking proposal,08.03.17 10:50,08.03.17 12:01,Travel Department,WG5857,02.09.17,05.09.17,4531,
48797,send booking proposal to employee,15.08.17 12:20,15.08.17 12:23,Travel Department,WG5857,02.09.17,05.09.17,4531,
48798,check booking proposal,15.08.17 17:17,15.08.17 17:21,Employee,JB8510,02.09.17,05.09.17,4531,
48799,book travel,28.08.17 12:33,28.08.17 15:20,Travel Department,WG5857,02.09.17,05.09.17,4531,
48800,check if expense documents exist,09.11.17 17:49,09.11.17 18:06,Employee,JB8510,02.09.17,05.09.17,4531,
48801,upload travel expense documents,09.11.17 18:06,09.11.17 18:18,Employee,JB8510,02.09.17,05.09.17,4531,
48802,file travel expense report,09.11.17 18:18,09.11.17 18:23,Employee,JB8510,02.09.17,05.09.17,4531,
48803,confirm travel expense report,09.11.17 18:23,09.11.17 18:27,Employee,JB8510,02.09.17,05.09.17,4531,
48804,decide on travel expense approval,09.12.17 13:59,09.12.17 14:04,Manager,MA6233,02.09.17,05.09.17,4531,
48805,send request for travel expense correction,09.12.17 14:04,09.12.17 14:05,,,02.09.17,05.09.17,4531,
48806,correct travel expense report,20.09.17 22:31,20.09.17 23:08,Employee,JB8510,02.09.17,05.09.17,4531,
48807,decide on travel expense approval,21.09.17 13:59,21.09.17 14:03,Manager,MA6233,02.09.17,05.09.17,4531,
48808,send original documents to archive,22.09.17 14:35,22.09.17 14:38,Employee,JB8510,02.09.17,05.09.17,4531,
48809,calculate payments,10.09.17 11:07,10.09.17 11:34,Accounting,FQ3758,02.09.17,05.09.17,4531,
48810,pay expenses,26.10.17 08:59,26.10.17 09:09,Accounting,FQ3758,02.09.17,05.09.17,4531,
48811,file travel request,07.11.17 20:56,07.11.17 21:12,Employee,BY133,18.09.17,22.09.17,4532,
48812,check if travel request needs preliminary price inquiry,07.11.17 21:12,07.11.17 21:13,,,18.09.17,22.09.17,4532,
48813,decide on approval requirements,07.11.17 21:13,07.11.17 21:15,,,18.09.17,22.09.17,4532,
48814,check if booking is necessary,21.07.17 14:25,21.07.17 14:27,Travel Department,KS9688,18.09.17,22.09.17,4532,
48815,prepare booking proposal,08.01.17 16:42,08.01.17 17:13,Travel Department,KS9688,18.09.17,22.09.17,4532,
48816,send booking proposal to employee,14.08.17 08:59,14.08.17 09:04,Travel Department,KS9688,18.09.17,22.09.17,4532,
48817,check booking proposal,14.08.17 11:35,14.08.17 11:37,Employee,BY133,18.09.17,22.09.17,4532,
48818,book travel,24.08.17 16:32,24.08.17 19:11,Travel Department,KS9688,18.09.17,22.09.17,4532,
48819,check if expense documents exist,29.09.17 17:07,29.09.17 17:23,Employee,BY133,18.09.17,22.09.17,4532,
48820,upload travel expense documents,29.09.17 17:23,29.09.17 17:28,Employee,BY133,18.09.17,22.09.17,4532,
48821,file travel expense report,29.09.17 17:28,29.09.17 17:34,Employee,BY133,18.09.17,22.09.17,4532,
48822,confirm travel expense report,29.09.17 17:34,29.09.17 17:34,Employee,BY133,18.09.17,22.09.17,4532,
48823,decide on travel expense approval,10.02.17 13:59,10.02.17 14:06,Manager,JH852,18.09.17,22.09.17,4532,
48824,send request for travel expense correction,10.02.17 14:06,10.02.17 14:07,,,18.09.17,22.09.17,4532,
48825,correct travel expense report,10.09.17 06:59,10.09.17 08:01,Employee,BY133,18.09.17,22.09.17,4532,
48826,decide on travel expense approval,10.09.17 14:06,10.09.17 14:10,Manager,JH852,18.09.17,22.09.17,4532,
48827,send request for travel expense correction,10.09.17 14:10,10.09.17 14:11,,,18.09.17,22.09.17,4532,
48828,correct travel expense report,10.12.17 21:29,10.12.17 22:02,Employee,BY133,18.09.17,22.09.17,4532,
48829,decide on travel expense approval,13.10.17 13:59,13.10.17 14:00,Manager,JH852,18.09.17,22.09.17,4532,
48830,send request for travel expense correction,13.10.17 14:00,13.10.17 14:01,,,18.09.17,22.09.17,4532,
48831,correct travel expense report,23.10.17 06:59,23.10.17 07:24,Employee,BY133,18.09.17,22.09.17,4532,
48832,decide on travel expense approval,23.10.17 14:01,23.10.17 14:01,Manager,JH852,18.09.17,22.09.17,4532,
48833,send original documents to archive,11.10.17 06:59,11.10.17 06:39,Employee,BY133,18.09.17,22.09.17,4532,
48834,calculate payments,27.11.17 08:59,27.11.17 08:53,Accounting,JH2172,18.09.17,22.09.17,4532,
48835,pay expenses,12.11.17 09:08,12.11.17 09:16,Accounting,JH2172,18.09.17,22.09.17,4532,
48836,file travel request,07.11.17 22:14,07.11.17 22:24,Employee,HA4851,17.09.17,18.09.17,4533,
48837,check if travel request needs preliminary price inquiry,07.11.17 22:24,07.11.17 22:24,,,17.09.17,18.09.17,4533,
48838,decide on approval requirements,07.11.17 22:24,07.11.17 22:25,,,17.09.17,18.09.17,4533,
48839,check if booking is necessary,21.07.17 14:27,21.07.17 14:29,Travel Department,NV2279,17.09.17,18.09.17,4533,
48840,check if expense documents exist,19.09.17 21:48,19.09.17 22:44,Employee,HA4851,17.09.17,18.09.17,4533,
48841,file travel expense report,19.09.17 22:44,19.09.17 23:06,Employee,HA4851,17.09.17,18.09.17,4533,
48842,confirm travel expense report,20.09.17 06:59,20.09.17 07:02,Employee,HA4851,17.09.17,18.09.17,4533,
48843,decide on travel expense approval,20.09.17 13:59,20.09.17 14:02,Manager,YS1169,17.09.17,18.09.17,4533,
48844,send request for travel expense correction,20.09.17 14:02,20.09.17 14:03,,,17.09.17,18.09.17,4533,
48845,correct travel expense report,22.09.17 15:52,22.09.17 16:06,Employee,HA4851,17.09.17,18.09.17,4533,
48846,decide on travel expense approval,25.09.17 13:59,25.09.17 14:03,Manager,YS1169,17.09.17,18.09.17,4533,
48847,send original documents to archive,10.02.17 06:59,10.02.17 07:17,Employee,HA4851,17.09.17,18.09.17,4533,
48848,calculate payments,13.10.17 08:59,13.10.17 09:28,Accounting,CX8911,17.09.17,18.09.17,4533,
48849,pay expenses,25.10.17 09:15,25.10.17 09:26,Accounting,CX8911,17.09.17,18.09.17,4533,
48850,file travel request,07.12.17 06:59,07.12.17 07:05,Employee,FE2691,12.09.17,13.09.17,4534,
48851,check if travel request needs preliminary price inquiry,07.12.17 07:05,07.12.17 07:06,,,12.09.17,13.09.17,4534,
48852,decide on approval requirements,07.12.17 07:06,07.12.17 07:07,,,12.09.17,13.09.17,4534,
48853,check if booking is necessary,21.07.17 14:38,21.07.17 14:42,Travel Department,NV2279,12.09.17,13.09.17,4534,
48854,check if expense documents exist,18.09.17 06:59,18.09.17 07:33,Employee,FE2691,12.09.17,13.09.17,4534,
48855,upload travel expense documents,18.09.17 07:33,18.09.17 07:54,Employee,FE2691,12.09.17,13.09.17,4534,
48856,file travel expense report,18.09.17 07:54,18.09.17 08:10,Employee,FE2691,12.09.17,13.09.17,4534,
48857,confirm travel expense report,18.09.17 08:10,18.09.17 08:10,Employee,FE2691,12.09.17,13.09.17,4534,
48858,decide on travel expense approval,18.09.17 14:08,18.09.17 14:11,Manager,IC4569,12.09.17,13.09.17,4534,
48859,send request for travel expense correction,18.09.17 14:11,18.09.17 14:13,,,12.09.17,13.09.17,4534,
48860,correct travel expense report,25.09.17 06:59,25.09.17 07:17,Employee,FE2691,12.09.17,13.09.17,4534,
48861,decide on travel expense approval,25.09.17 14:02,25.09.17 14:04,Manager,IC4569,12.09.17,13.09.17,4534,
48862,send original documents to archive,28.09.17 09:57,28.09.17 10:40,Employee,FE2691,12.09.17,13.09.17,4534,
48863,calculate payments,23.10.17 11:38,23.10.17 12:24,Accounting,GR7476,12.09.17,13.09.17,4534,
48864,pay expenses,11.06.17 10:31,11.06.17 09:36,Accounting,GR7476,12.09.17,13.09.17,4534,
48865,file travel request,07.12.17 06:59,07.12.17 07:09,Employee,QC8837,09.08.17,28.08.17,4535,
48866,check if travel request needs preliminary price inquiry,07.12.17 07:09,07.12.17 07:10,,,09.08.17,28.08.17,4535,
48867,decide on approval requirements,07.12.17 07:10,07.12.17 07:11,,,09.08.17,28.08.17,4535,
48868,forward request to approver,07.12.17 07:11,07.12.17 07:12,,,09.08.17,28.08.17,4535,
48869,decide on request,07.12.17 13:59,07.12.17 14:03,Manager,IH7395,09.08.17,28.08.17,4535,
48870,check if booking is necessary,24.07.17 09:01,24.07.17 09:04,Travel Department,JV9257,09.08.17,28.08.17,4535,
48871,check if expense documents exist,09.05.17 11:18,09.05.17 11:51,Employee,QC8837,09.08.17,28.08.17,4535,
48872,file travel expense report,09.05.17 11:51,09.05.17 12:10,Employee,QC8837,09.08.17,28.08.17,4535,
48873,confirm travel expense report,09.05.17 12:10,09.05.17 12:13,Employee,QC8837,09.08.17,28.08.17,4535,
48874,decide on travel expense approval,09.05.17 14:00,09.05.17 14:07,Manager,IH7395,09.08.17,28.08.17,4535,
48875,send original documents to archive,14.09.17 21:47,14.09.17 22:23,Employee,QC8837,09.08.17,28.08.17,4535,
48876,calculate payments,22.09.17 09:41,22.09.17 10:13,Accounting,GR7476,09.08.17,28.08.17,4535,
48877,pay expenses,27.09.17 09:05,27.09.17 09:10,Accounting,GR7476,09.08.17,28.08.17,4535,
48878,file travel request,07.12.17 06:59,07.12.17 07:15,Employee,BM3117,05.09.17,07.09.17,4536,
